"name","taxon","aqem","spear_aqem","spear_subspecies","spear_genus","spear_family","mod_aqem","mod_subspecies","mod_genus","mod_family","tachalt_aqem","tachalt_subspecies","tachalt_genus","tachalt_family","tachaqua_aqem","tachaqua_subspecies","tachaqua_genus","tachaqua_family","current_aqem","current_subspecies","current_genus","current_family","tachcurr_aqem","tachcurr_subspecies","tachcurr_genus","tachcurr_family","tachdisp_aqem","tachdisp_subspecies","tachdisp_genus","tachdisp_family","tachfeed_aqem","tachfeed_subspecies","tachfeed_genus","tachfeed_family","feeding_aqem","feeding_subspecies","feeding_genus","feeding_family","tachfood_aqem","tachfood_subspecies","tachfood_genus","tachfood_family","tachlifedur_aqem","tachlifedur_subspecies","tachlifedur_genus","tachlifedur_family","tachloco_aqem","tachloco_subspecies","tachloco_genus","tachloco_family","locomotion_aqem","locomotion_subspecies","locomotion_genus","locomotion_family","tachlongdist_aqem","tachlongdist_subspecies","tachlongdist_genus","tachlongdist_family","tachsize_aqem","tachsize_subspecies","tachsize_genus","tachsize_family","microhab_aqem","microhab_subspecies","microhab_genus","microhab_family","tachph_aqem","tachph_subspecies","tachph_genus","tachph_family","tachrepcyc_aqem","tachrepcyc_subspecies","tachrepcyc_genus","tachrepcyc_family","tachrepro_aqem","tachrepro_subspecies","tachrepro_genus","tachrepro_family","tachresist_aqem","tachresist_subspecies","tachresist_genus","tachresist_family","tachrespir_aqem","tachrespir_subspecies","tachrespir_genus","tachrespir_family","tachsal_aqem","tachsal_subspecies","tachsal_genus","tachsal_family","tachsap_aqem","tachsap_subspecies","tachsap_genus","tachsap_family","streamzone_aqem","streamzone_subspecies","streamzone_genus","streamzone_family","tachsub_aqem","tachsub_subspecies","tachsub_genus","tachsub_family","tachtemp_aqem","tachtemp_subspecies","tachtemp_genus","tachtemp_family","tachtransdist_aqem","tachtransdist_subspecies","tachtransdist_genus","tachtransdist_family","tachtroph_aqem","tachtroph_subspecies","tachtroph_genus","tachtroph_family","adspan_aqem","adspan_subspecies","adspan_genus","adspan_family","fmwing_aqem","fmwing_subspecies","fmwing_genus","fmwing_family","wingpair_aqem","wingpair_subspecies","wingpair_genus","wingpair_family","fecund_aqem","fecund_subspecies","fecund_genus","fecund_family","drift_aqem","drift_subspecies","drift_genus","drift_family"
"BIDESSUS SP.","BIDESSUS SP. AD.",11813,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BITHYNIA LEACHII LEACHII","BITHYNIA LEACHII LEACHII",4460,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BITHYNIA LEACHII SSP.","BITHYNIA LEACHII SSP.",19308,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BITHYNIA SP.","BITHYNIA SP.",4461,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BITHYNIA TENTACULATA","BITHYNIA TENTACULATA",4462,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BITHYNIA TRANSSILVANICA","BITHYNIA TRANSSILVANICA",16772,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BITHYNIIDAE GEN. SP.","BITHYNIIDAE GEN. SP.",8460,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0
"BIVALVIA GEN. SP.","BIVALVIA GEN. SP.",8706,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BLEPHARICERA FASCIATA SSP.","BLEPHARICERA FASCIATA SSP.",19309,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"BLEPHARICERIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.",4465,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0
"BORYSTHENIA NATICINA","BORYSTHENIA NATICINA",4471,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0
"BRACHYCENTRIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.",9979,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0
"BRACHYCENTRUS MACULATUS","BRACHYCENTRUS MACULATUS",6184,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYCENTRUS MONTANUS","BRACHYCENTRUS MONTANUS",4479,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYCENTRUS SP.","BRACHYCENTRUS SP.",4480,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BRACHYCENTRUS SUBNUBILUS","BRACHYCENTRUS SUBNUBILUS",4481,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYCERA GEN. SP.","BRACHYCERA GEN. SP.",10697,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRACHYCERCUS HARRISELLA","BRACHYCERCUS HARRISELLA",4482,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYCERCUS SP.","BRACHYCERCUS SP.",8902,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BRACHYPODA VERSICOLOR","HYDRACHNIDIA GEN. SP.",8825,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRACHYPTERA RISI","BRACHYPTERA RISI",4487,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYPTERA SETICORNIS","BRACHYPTERA SETICORNIS",4488,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"BRACHYPTERA SP.","BRACHYPTERA SP.",4489,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"BRACHYTRON PRATENSE","BRACHYTRON PRATENSE",4491,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA
"BRACHYTRON SP.","BRACHYTRON SP.",8903,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA
"BRANCHIOBDELLA PARASITA","BRANCHIOBDELLA PARASITA",8778,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANCHIOBDELLA SP.","BRANCHIOBDELLA SP.",4492,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANCHIOBDELLIDA GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.",16793,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"BRANCHIOBDELLIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.",16793,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"BRANCHIPUS SP.","BRANCHIPUS SP.",8904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYCHIUS ELEVATUS","BRYCHIUS ELEVATUS AD.",12428,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA
